,notebook,link,cell_id,lineno,end_lineno,col_offset,end_col_offset,type,type_details,effect_type,code
28,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",39,3,3,0,34,Subscript1,,reduction,"dfBabies.loc[dfBabies[""smoke""]==0]"
29,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",39,10,10,0,34,Subscript1,,reduction,"dfBabies.loc[dfBabies[""smoke""]==1]"
30,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",43,1,1,12,63,Call1,mean,revealing,"dfBabies.loc[dfBabies[""smoke""]==1][""weight""].mean()"
31,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",43,1,1,12,46,Subscript1,,reduction,"dfBabies.loc[dfBabies[""smoke""]==1]"
32,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",43,2,2,14,48,Subscript1,,reduction,"dfBabies.loc[dfBabies[""smoke""]==1]"
33,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",43,2,2,14,67,Call1,median,uncategorized,"dfBabies.loc[dfBabies[""smoke""]==1][""weight""].median()"
34,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",43,3,3,13,47,Subscript1,,reduction,"dfBabies.loc[dfBabies[""smoke""]==0]"
35,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",43,3,3,13,64,Call1,mean,revealing,"dfBabies.loc[dfBabies[""smoke""]==0][""weight""].mean()"
36,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",43,4,4,15,68,Call1,median,uncategorized,"dfBabies.loc[dfBabies[""smoke""]==0][""weight""].median()"
37,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",43,4,4,15,49,Subscript1,,reduction,"dfBabies.loc[dfBabies[""smoke""]==0]"
38,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",50,9,9,14,65,Call1,dropna,enforcing,"df.dropna(subset=[""STATE"", ""D"", ""GENERAL PERCENT""])"
39,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",50,9,9,14,72,Call1,copy,uncategorized,"df.dropna(subset=[""STATE"", ""D"", ""GENERAL PERCENT""]).copy()"
40,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",50,12,12,8,29,Assign1,,reduction,row = dfClean.iloc[i]
41,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",50,13,13,8,94,Assign2,,enforcing,"row[""GENERAL PERCENT""] = np.float(row[""GENERAL PERCENT""].strip(""%"").replace("","", "".""))"
42,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",50,13,13,42,93,Call1,replace,enforcing,"row[""GENERAL PERCENT""].strip(""%"").replace("","", ""."")"
43,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",50,14,14,11,43,Call1,isnull,revealing,"pd.isnull(row[""CANDIDATE NAME""])"
44,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",50,15,15,15,54,Call1,isnull,revealing,"pd.isnull(row[""CANDIDATE NAME (Last)""])"
45,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",50,16,16,16,49,Assign2,,enforcing,"row[""CANDIDATE NAME""] = ""UNKNOWN"""
46,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",50,18,18,16,68,Assign1,,reduction,"row[""CANDIDATE NAME""] = row[""CANDIDATE NAME (Last)""]"
47,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",50,18,18,16,68,Assign2,,enforcing,"row[""CANDIDATE NAME""] = row[""CANDIDATE NAME (Last)""]"
48,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",50,20,20,4,74,Assign1,,reduction,"dfClean = dfClean[[""STATE"", ""D"", ""CANDIDATE NAME"", ""GENERAL PERCENT""]]"
49,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,6,6,8,29,Assign1,,reduction,row = dfClean.iloc[i]
50,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,7,7,8,89,Assign1,,reduction,"district = dfNew.loc[(dfNew[""STATE""] == row[""STATE""]) & (dfNew[""D""] == row[""D""])]"
51,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,10,10,12,39,Assign1,,reduction,"dfRow = row[[""STATE"", ""D""]]"
52,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,11,11,12,51,Assign1,,reduction,"dfRow[""WINNER""] = row[""CANDIDATE NAME""]"
53,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,11,11,12,51,Assign2,,enforcing,"dfRow[""WINNER""] = row[""CANDIDATE NAME""]"
54,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,12,12,12,33,Assign2,,enforcing,"dfRow[""MARGIN""] = 100"
55,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,13,13,12,52,Assign2,,enforcing,"dfRow[""WINPER""] = row[""GENERAL PERCENT""]"
56,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,13,13,12,52,Assign1,,reduction,"dfRow[""WINPER""] = row[""GENERAL PERCENT""]"
57,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,16,16,12,81,Assign1,,reduction,"(Margin, WinPer) = dfNew.loc[district.index[0], ['MARGIN', 'WINPER']]"
58,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,18,18,16,79,Assign1,,reduction,"dfNew.loc[district.index[0], 'WINPER'] = row[""GENERAL PERCENT""]"
59,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,18,18,16,79,Assign3,loc,enforcing,"dfNew.loc[district.index[0], 'WINPER'] = row[""GENERAL PERCENT""]"
60,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,20,20,16,88,Assign3,loc,enforcing,"dfNew.loc[district.index[0], 'MARGIN'] = WinPer - row[""GENERAL PERCENT""]"
61,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,22,22,12,42,Call1,sort_values,enforcing,dfNew.sort_values(by='MARGIN')
62,hmwk01.ipynb,"https://github.com/scuthbert/DataScience/blob/master/hmwk/hmwk01/hmwk01.ipynb
",52,23,23,4,52,Call1,drop,enforcing,"dfNew.drop(['WINPER'], axis = 1, inplace = True)"
63,customer_segments.ipynb,"https://github.com/RodrigoVillatoro/machine_learning_projects/blob/master/creating_customer_segments/customer_segments.ipynb
",4,2,2,8,23,Call1,describe,revealing,data.describe()
64,customer_segments.ipynb,"https://github.com/RodrigoVillatoro/machine_learning_projects/blob/master/creating_customer_segments/customer_segments.ipynb
",6,2,2,18,29,Call1,mean,revealing,data.mean()
65,customer_segments.ipynb,"https://github.com/RodrigoVillatoro/machine_learning_projects/blob/master/creating_customer_segments/customer_segments.ipynb
",7,1,1,18,31,Call1,median,uncategorized,data.median()
66,customer_segments.ipynb,"https://github.com/RodrigoVillatoro/machine_learning_projects/blob/master/creating_customer_segments/customer_segments.ipynb
",9,2,2,18,32,Call1,copy,uncategorized,samples.copy()
67,customer_segments.ipynb,"https://github.com/RodrigoVillatoro/machine_learning_projects/blob/master/creating_customer_segments/customer_segments.ipynb
",9,3,3,0,54,Assign2,,enforcing,samples_w_total['Total'] = samples_w_total.sum(axis=1)
68,customer_segments.ipynb,"https://github.com/RodrigoVillatoro/machine_learning_projects/blob/master/creating_customer_segments/customer_segments.ipynb
",9,5,5,0,60,Assign2,,enforcing,samples_percentage['Total'] = samples_percentage.sum(axis=1)
69,customer_segments.ipynb,"https://github.com/RodrigoVillatoro/machine_learning_projects/blob/master/creating_customer_segments/customer_segments.ipynb
",9,6,6,0,18,Expr1,,sampling,samples_percentage
70,customer_segments.ipynb,"https://github.com/RodrigoVillatoro/machine_learning_projects/blob/master/creating_customer_segments/customer_segments.ipynb
",13,2,2,11,22,Call1,copy,uncategorized,data.copy()
71,customer_segments.ipynb,"https://github.com/RodrigoVillatoro/machine_learning_projects/blob/master/creating_customer_segments/customer_segments.ipynb
",13,4,4,8,46,Call1,drop,enforcing,"new_data.drop(column_to_study, axis=1)"
72,customer_segments.ipynb,"https://github.com/RodrigoVillatoro/machine_learning_projects/blob/master/creating_customer_segments/customer_segments.ipynb
",13,5,5,0,29,Assign1,,reduction,y_all = data[column_to_study]
73,customer_segments.ipynb,"https://github.com/RodrigoVillatoro/machine_learning_projects/blob/master/creating_customer_segments/customer_segments.ipynb
",55,7,7,11,84,Call1,concat,enforcing,"pd.concat([df_diffs, pd.Series(sample_preds, name='PREDICTION')], axis=1)"
74,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",3,2,2,7,24,Call2,columns,uncategorized,len(data.columns)
75,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",5,2,2,0,21,Assign2,,enforcing,"data[""Margalef""] = """""
76,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",6,3,3,4,142,Assign3,loc,enforcing,"data.loc[i,'Margalef'] = (len(data.iloc[i][4:last][data.iloc[i][4:last]>0])-1)/math.log(sum(data.iloc[i][4:last][data.iloc[i][4:last]>0]))"
77,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",6,3,3,34,78,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
78,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",6,3,3,96,140,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
79,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",8,2,2,11,33,Call1,unique,revealing,data.RiverSeg.unique()
80,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",9,2,2,0,29,Assign1,,reduction,"river = data.iloc[0][""River""]"
81,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",10,9,9,4,49,Assign1,,reduction,segDF = data.loc[data['RiverSeg'] == segment]
82,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",10,9,9,12,49,Subscript1,,reduction,data.loc[data['RiverSeg'] == segment]
83,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",10,10,10,4,38,Assign1,,reduction,"segDF = segDF[segDF[""Margalef""]>0]"
84,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",10,10,10,12,38,Subscript1,,reduction,"segDF[segDF[""Margalef""]>0]"
85,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",10,13,13,12,37,Call1,sort_values,enforcing,segDF.sort_values('Year')
86,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",10,15,15,4,21,Assign1,,reduction,"x = segDF[""Year""]"
87,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",10,16,16,4,25,Assign1,,reduction,"y = segDF[""Margalef""]"
88,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",11,2,2,0,18,Assign2,,enforcing,"data[""SWI_2""] = """""
89,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",12,6,6,41,85,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
90,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",12,6,6,120,164,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
91,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",12,7,7,4,29,Assign3,loc,enforcing,"data.loc[i,'SWI_2'] = swi"
92,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",14,8,8,4,49,Assign1,,reduction,segDF = data.loc[data['RiverSeg'] == segment]
93,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",14,8,8,12,49,Subscript1,,reduction,data.loc[data['RiverSeg'] == segment]
94,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",14,9,9,4,35,Assign1,,reduction,"segDF = segDF[segDF[""SWI_2""]>0]"
95,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",14,9,9,12,35,Subscript1,,reduction,"segDF[segDF[""SWI_2""]>0]"
96,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",14,12,12,12,37,Call1,sort_values,enforcing,segDF.sort_values('Year')
97,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",14,14,14,4,21,Assign1,,reduction,"x = segDF[""Year""]"
98,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",14,15,15,4,22,Assign1,,reduction,"y = segDF[""SWI_2""]"
99,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",15,2,2,0,18,Assign2,,enforcing,"data[""SWI_e""] = """""
100,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",16,6,6,41,85,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
101,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",16,6,6,120,164,Subscript1,,reduction,data.iloc[i][4:last][data.iloc[i][4:last]>0]
102,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",16,7,7,4,29,Assign3,loc,enforcing,"data.loc[i,'SWI_e'] = swi"
103,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",18,8,8,4,49,Assign1,,reduction,segDF = data.loc[data['RiverSeg'] == segment]
104,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",18,8,8,12,49,Subscript1,,reduction,data.loc[data['RiverSeg'] == segment]
105,Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb,"https://github.com/cbelyea/LRMF-Biodiversity-BAP/blob/master/Large_River_Monitoring_Forum_Biodiversity_Indices_Analysis.ipynb
",18,9,9,4,35,Assign1,,reduction,"segDF = segDF[segDF[""SWI_e""]>0]"
